params,mean_test_accuracy,std_test_accuracy,mean_test_recall,std_test_recall,mean_test_specificity,std_test_specificity,mean_test_mcc,std_test_mcc,mean_test_gm,std_test_gm,mean_test_uar,std_test_uar,mean_test_bm,std_test_bm
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 190}",0.816944,0.059316,0.837209,0.059711,0.781385,0.075049,0.613016,0.122821,0.80825,0.061649,0.809297,0.061177,0.618594,0.122354
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 200}",0.816922,0.053769,0.837209,0.057871,0.781385,0.065973,0.613147,0.10974,0.808245,0.054828,0.809297,0.054473,0.618594,0.108946
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 210}",0.818372,0.059721,0.837209,0.057871,0.785385,0.079027,0.616255,0.124248,0.810289,0.063019,0.811297,0.06247,0.622594,0.12494
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 220}",0.819821,0.055334,0.839482,0.052844,0.785231,0.079144,0.618753,0.116783,0.811198,0.059473,0.812356,0.058821,0.624713,0.117642
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 230}",0.819842,0.055686,0.839535,0.060117,0.785231,0.070596,0.619566,0.114206,0.811237,0.056969,0.812383,0.05666,0.624766,0.11332
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 240}",0.819842,0.052181,0.841808,0.055199,0.781385,0.065973,0.618412,0.107801,0.810479,0.05375,0.811596,0.053336,0.623192,0.106672
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 250}",0.821292,0.052534,0.841808,0.055199,0.785231,0.070596,0.62194,0.10919,0.812344,0.054706,0.813519,0.054305,0.627038,0.10861
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 260}",0.818414,0.057168,0.839482,0.056791,0.781385,0.077152,0.615603,0.119621,0.809239,0.060401,0.810433,0.059778,0.620867,0.119556
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 270}",0.818414,0.056799,0.841808,0.055199,0.777538,0.076702,0.614715,0.119102,0.808424,0.060207,0.809673,0.05959,0.619346,0.11918
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 280}",0.821334,0.061367,0.839535,0.060117,0.789385,0.084249,0.622859,0.127863,0.813297,0.064877,0.81446,0.064422,0.628919,0.128845
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 290}",0.818436,0.061073,0.837209,0.061495,0.785538,0.080614,0.616847,0.126415,0.810237,0.063856,0.811374,0.063412,0.622748,0.126823
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 300}",0.821313,0.058926,0.841808,0.059695,0.785385,0.078721,0.622108,0.122234,0.812376,0.061679,0.813596,0.061226,0.627192,0.122452
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 310}",0.824233,0.057645,0.84408,0.054645,0.789385,0.084249,0.627919,0.121608,0.815459,0.062203,0.816732,0.061564,0.633465,0.123128
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 320}",0.822783,0.058843,0.84408,0.054645,0.785385,0.08647,0.624314,0.12455,0.813385,0.063759,0.814732,0.063104,0.629465,0.126208
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 3, 'classifier__n_estimators': 330}",0.824254,0.061798,0.84408,0.060049,0.789385,0.087966,0.628279,0.129271,0.815376,0.065957,0.816732,0.06541,0.633465,0.130819
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 20}",0.789344,0.060601,0.8213,0.056105,0.734462,0.093511,0.552364,0.12985,0.775539,0.066859,0.777881,0.065816,0.555762,0.131632
"{'classifier__criterion': 'gini', 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 4, 'classifier__n_estimators': 30}",0.792306,0.074769,0.825793,0.067622,0.734615,0.107016,0.5579,0.15833,0.777683,0.081475,0.780204,0.080005,0.560408,0.160009
